data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
7078090,8,ALB680,680,5/1/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Fishermen (Albania),6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Albanian Daily News,National,"On 1 May 2020, dozens of fishermen held a protest in Durres, discontent with artificially high oil prices, which they had to pay to fuel their boats during the coronavirus pandemic. [size=dozens]",0,1588693870,ALB
7078186,8,ALB679,679,4/28/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Korce,Korce,,Korce,40.6186,20.7808,1,Koha Jone,National,"On 28 April 2020, 118 employees of a tailor shop staged a protest in Korce over not qualifying to receive government aid during the coronavirus epidemic. [size=118]",0,1588693870,ALB
7078185,8,ALB678,678,4/27/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,1,Koha Jone,National,"On 27 April 2020, about 30 employees of a tailor shop staged a protest in Fier, as they had remained unemployed since their factory was closed due to the coronavirus lockdown. [size=about 30]",0,1588693870,ALB
7078089,8,ALB677,677,4/27/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,1,Albanian Daily News,National,"On 27 April 2020, vendors of Zdrale market held a protest in Shkoder demanding to reopen the market during the coronavirus lockdown, as they feared losing their livelihood. [size=no report]",0,1588693870,ALB
7072294,8,ALB675,675,4/24/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Farmers (Albania),6,,,0,60,Europe,Albania,Fier,Fier,,Topoje,40.7631,19.4328,1,Albanian Daily News; Radio and Televizioni Shqiptar,National,"On 24 April 2020, farmers held a protest in Topoje, saying that they had been forgotten by government and not awarded any financial relief during the coronavirus epidemic. [size=no report]",0,1588088601,ALB
7072295,8,ALB676,676,4/24/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Radio and Televizioni Shqiptar; Albanian Daily News,National,"On 24 April 2020, a group of textile workers held a protest in Durres, as they had not received their salaries and the textile company they work for had closed due to the coronavirus lockdown. [size=no report]",0,1588088601,ALB
7072401,8,ALB674,674,4/22/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Berat,Berat,,Berat,40.7,19.9498,1,Albanian Daily News,National,"On 22 April 2020, traders held a protest in Berat, demanding stimulus pay during the coronavirus epidemic. [size=no report]",0,1588088602,ALB
7072293,8,ALB673,673,4/20/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,1,Albanian Daily News; Radio and Televizioni Shqiptar,National,"On 20 April 2020, about 150 oil workers held a protest in Fier, demanding economic relief during the coronavirus epidemic. [size=about 150]",0,1588088601,ALB
7067524,8,ALB671,671,4/17/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Romani Ethnic Group (Albania),6,,,0,60,Europe,Albania,Tirana,Kamez,,Kamez,41.3817,19.7603,1,Albanian Daily News,National,"On 17 April 2020, Roma citizens held a protest in Kamez, demanding government aid for food and paying bills during the coronavirus lockdown. [size=no report]",0,1587495704,ALB
7067565,8,ALB666,666,4/17/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Koha Jone,National,"On 17 April 2020, industrial market traders held a protest in Durres, saying they had not received any economic assistance during the coronavirus lockdown. [size=no report]",0,1587495704,ALB
7067566,8,ALB668,668,4/17/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Vlore,Vlore,,Vlore,40.4667,19.4897,1,Koha Jone,National,"On 17 April 2020, traders held a protest in Vlore against the government decision to close a market in town during the coronavirus lockdown, which did not comply with hygiene standards. [size=no report]",0,1587495704,ALB
7067568,8,ALB672,672,4/16/2020,2020,2,Violence against civilians,Attack,Police Forces of Albania (2013-),,1,Civilians (Albania),Women (Albania),7,17,Europe,Albania,Vlore,Vlore,,Vlore,40.4667,19.4897,2,Koha Jone,National,"As reported on 16 April 2020, police officers assaulted and pushed a woman to the ground in Vlore for violating the coronavirus lockdown and leaving her apartment without permission. Former Prime Minister Sali Berisha shared a video of the incident, appealing citizens to protest police violence.",0,1587495704,ALB
7067522,8,ALB667,667,4/15/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Vlore,Vlore,,Vlore,40.4667,19.4897,1,Albanian Daily News,National,"On 15 April 2020, traders held a protest in Vlore against the government decision to close the farmer's market in town during the coronavirus lockdown. [size=no report]",0,1587495704,ALB
7067523,8,ALB669,669,4/15/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Romani Ethnic Group (Albania),6,,,0,60,Europe,Albania,Elbasan,Elbasan,,Elbasan,41.1125,20.0822,1,Albanian Daily News,National,"On 15 April 2020, Roma citizens held a protest outside the municipal building in Elbasan, demanding government aid for food and paying bills during the coronavirus lockdown. [size=no report]",0,1587495704,ALB
7067567,8,ALB670,670,4/14/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Romani Ethnic Group (Albania),6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,1,Koha Jone,National,"On 14 April 2020, dozens of Roma citizens held a protest in Fier, demanding government aid for food and paying bills during the coronavirus lockdown. [size=dozens]",0,1587495704,ALB
7292756,8,ALB665,665,4/9/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 9 April 2020, residents held a protest from their balconies at Don Bosko neighborhood in Tirana, shouting 'Rama Go' against Prime Minister Edi Rama over lack of financial assistance during the coronavirus pandemic. [size=no report]",0,1604423658,ALB
7061614,8,ALB664,664,4/9/2020,2020,2,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"As reported on 9 April 2020, about 40 bus drivers and conductors held a sponatenous protest in Tirana, after they found out they were dismissed, while waiting to receive their salaries amidst the coronavirus epidemic and suspension of public transport in the capital city. [size=about 40]",0,1586885081,ALB
7006780,8,ALB663,663,3/28/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Romani Ethnic Group (Albania),6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Koha Jone,National,"On 28 March 2020, the Roma community living in Unit 8 held a protest in Durres, demanding food and assistance, as the coronavirus pandemic had left them with no economic opportunities. [size=no report]",0,1585673075,ALB
7006724,8,ALB662,662,3/26/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Romani Ethnic Group (Albania),6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Albanian Daily News,National,"On 26 March 2020, the Roma community held a protest in Durres, demanding food and assistance, as the coronavirus pandemic had left them with no economic opportunities. [size=no report]",0,1585673075,ALB
7006779,8,ALB661,661,3/22/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Romani Ethnic Group (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 22 March 2020, the Roma community living in Unit 11 area held a protest in Tirana, demanding food and assistance, as the coronavirus pandemic had left them with no economic opportunities. [size=no report]",0,1585673075,ALB
7000221,8,ALB660,660,3/19/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Romani Ethnic Group (Albania),6,,,0,60,Europe,Albania,Vlore,Vlore,,Vlore,40.4667,19.4897,1,Koha Jone,National,"On 19 March 2020, Roma families held a protest in Vlore, demanding food and assistance, as the coronavirus pandemic had left them with no economic opportunities. [size=no report]",0,1585075515,ALB
7000222,8,ALB659,659,3/19/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Romani Ethnic Group (Albania),6,,,0,60,Europe,Albania,Elbasan,Elbasan,,Elbasan,41.1125,20.0822,1,Koha Jone,National,"On 19 March 2020, about 400 Roma families in the Rrapishta area of Elbasan town held a protest in the city center of Elbasan, demanding food and assistance, as the coronavirus pandemic had left them with no economic opportunities. [size=about 400]",0,1585075515,ALB
7000847,8,ALB657,657,3/13/2020,2020,1,Strategic developments,Other,Government of Albania (2013-),,1,,,0,10,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,3,Balkan Insight,Regional,"On 13 March 2020, Albania unilaterally closed border crossings with neighboring Montenegro, Kosovo and North Macedonia as a prevention measure against the spread of coronavirus.",0,1585075530,ALB
7001000,8,ALB656,656,3/8/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Women (Albania),6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,1,Radio and Televizioni Shqiptar,National,"On 8 March 2020, dozens of women organized a protest in Fier, calling for equal rights and a stop to violence against women on the occasion of the International Women's Day. [size=dozens]",0,1585075531,ALB
7000574,8,ALB655,655,3/8/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Women (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Exit Albania; Xinhua; Koha Jone,National-International,"On 8 March 2020, several hundred women, organized by the Albanian Women Empowerment Network (AWEN), marched in Tirana, calling for better and equal rights for all on the occasion of the International Women's Day. [size=several hundred]",0,1585075529,ALB
7000929,8,ALB653,653,3/5/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Bulgaria),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Koha Jone,National,"On 5 March 2020, workers of an oil refinery resumed their protest in Ballsh, demanding their unpaid salaries, after part of them received salaries, not covering all the months they had not been paid for. [size=no report]",0,1585075530,ALB
7000573,8,ALB654,654,3/5/2020,2020,1,Riots,Mob violence,Rioters (Albania),,5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News; Exit Albania,National,"On 5 March 2020, residents of the Astir area clashed with police in Tirana, as authorities began the demolishing of homes for the Ring Road project. No injuries reported. [size=no report]",0,1585075529,ALB
7000572,8,ALB652,652,3/2/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Government of Albania (2013-); PD: Democratic Party of Albania,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,AFP; Albanian Daily News,National-International,"On 2 March 2020, thousands of residents, organized by Albanian President Ilir Meta and supported by the Democratic Party, held a protest in Tirana, accusing Prime Minister Edi Rama of trying to control the nomination of judges to the Constitutional Court. [size=thousands]",0,1585075529,ALB
6979372,8,ALB650,650,2/28/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 28 February 2020, activists, organized by the Center for Protection of Children's Rights in Albania, held a protest in front of the Prime Minister's Office in Tirana, demanding the resignation of the current Education Minister due to inaction regarding cases of teachers abusing their students. [size=no report]",0,1583264877,ALB
6979371,8,ALB649,649,2/27/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 27 February 2020, a group of formerly persecuted politicians held a protest in front of the Presidency in Tirana, demanding government to provide clarity on the status of Communist regime survivors and the entitlement arising from that status, including pensions and reparations. [size=no report]",0,1583264877,ALB
6979143,8,ALB648,648,2/23/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,1,Albanian Daily News; Radio and Televizioni Shqiptar,National,"On 23 February 2020, oil refinery workers and miners from Bulquize held a protest march in Fier, demanding unpaid salaries. [size=no report]",0,1583264877,ALB
6877940,8,ALB647,647,2/22/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Vlore,Vlore,,Vlore,40.4667,19.4897,1,Koha Jone; Radio and Televizioni Shqiptar,National,"On 22 February, residents held a protest in Vlore against the dumping of hazardous waste by Italian enterprises in their region. [size=no report]",0,1582653980,ALB
6878157,8,ALB646,646,2/21/2020,2020,2,Strategic developments,Looting/property destruction,Unidentified Armed Group (Albania),,3,Civilians (Albania),Teachers (Albania),7,37,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Exit Albania,National,"As reported on 21 February, unidentified assailants smashed the rear windows of a car belonging to a university lecturer and protest activist defending the rights of the Bulqize miners in Tirana. According to the activist, the attack was presumably politically motivated since he received a number of threats.",0,1582653980,ALB
6877939,8,ALB645,645,2/21/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Farmers (Albania),6,,,0,60,Europe,Albania,Fier,Lushnje,,Lushnje,40.9419,19.705,1,Radio and Televizioni Shqiptar; Albanian Daily News,National,"On 21 February, farmers gathered in a protest in Lushnje, demanding a change in subsidy schemes to guarantee protection of their produce. [size=no report]",0,1582653980,ALB
6877938,8,ALB644,644,2/20/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),FRPD: Youth Forum of the Democratic Party of Albania; Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone; Albanian Daily News,National,"On 20 February, the Youth Forum of the Democratic Party held a protest outside the Prime Ministry in Tirana, demanding a change in higher education laws and expressed disappointment with the current government. [size=no report]",0,1582653980,ALB
6878156,8,ALB643,643,2/17/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),PD: Democratic Party of Albania,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Exit Albania,National,"On 17 February, residents of the Astir area, supported by the Democratic Party, held a protest in Tirana, as today was the deadline to vacate their homes to be demolished for construction of the Ring Road. They said they were only notified verbally, instead of receiving an official written order as is legally mandated. [size=no report]",0,1582653980,ALB
6877937,8,ALB642,642,2/17/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News; Koha Jone,National,"On 17 February, oil refinery workers held a protest in Ballsh demanding their unpaid salaries and began a hunger strike. [size=no report]",0,1582653980,ALB
6869411,8,ALB641,641,2/14/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Exit Albania,National,"On 14 February, activists held a protest in front of the Education Ministry in Tirana over growing rise in violence and sexual abuse in public schools. [size=no report]",0,1582048680,ALB
6869358,8,ALB640,640,2/13/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News,National,"On 13 February, oil refinery workers held a protest in Ballsh demanding payment of their salaries that are overdue for 6 months. [size=no report]",0,1582048680,ALB
6869237,8,ALB639,639,2/12/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Koha Jone; Albanian Daily News,National,"On 12 February, oil refinery workers held a protest in Ballsh demanding payment of their salaries that are overdue for 6 months. [size=no report]",0,1582048679,ALB
6869236,8,ALB638,638,2/11/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News; Koha Jone,National,"On 11 February, oil refinery workers held a protest in Ballsh demanding payment of their salaries that are overdue for 6 months. [size=no report]",0,1582048679,ALB
6869234,8,ALB636,636,2/10/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Pocem,40.5041,19.7313,1,Koha Jone; Albanian Daily News,National,"On 10 February, workers from an electrical station held a protest in Pocem village demanding payment of salaries that are overdue for 27 months. [size=no report]",0,1582048679,ALB
6869235,8,ALB637,637,2/10/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Koha Jone; Albanian Daily News,National,"On 10 February, oil refinery workers held a protest in Ballsh demanding payment of their salaries that are overdue for 6 months. [size=no report]",0,1582048679,ALB
6869233,8,ALB635,635,2/9/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News; Koha Jone,National,"On 9 February, oil refinery workers held a protest in Ballsh demanding payment of their salaries that are overdue for 6 months. [size=no report]",0,1582048679,ALB
6863061,8,ALB630,630,2/8/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Dajt,41.3936,19.9158,1,Koha Jone,National,"On 8 February, residents of Tufine area of Dajt held a protest demanding the construction of a second road in their locality over traffic issues. [size=no report]",0,1581448559,ALB
6869232,8,ALB634,634,2/8/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Koha Jone; Albanian Daily News,National,"On 8 February, oil refinery workers held a protest in Ballsh demanding payment of their salaries that are overdue for 6 months. [size=no report]",0,1582048679,ALB
6869231,8,ALB633,633,2/7/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News; Koha Jone,National,"On 7 February, oil refinery workers held a protest in Ballsh demanding payment of their salaries that are overdue for 6 months. [size=no report]",0,1582048679,ALB
6863060,8,ALB629,629,2/6/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Koha Jone,National,"On 6 February, residents of a building damaged during the 26 November earthquake held a protest in Durres, as the construction firm has not responded to their concern about ensuring building safety. [size=no report]",0,1581448559,ALB
6869230,8,ALB632,632,2/6/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Koha Jone; Albanian Daily News,National,"On 6 February, oil refinery workers held a protest in Ballsh demanding payment of their salaries that are overdue for 6 months. [size=no report]",0,1582048679,ALB
6869229,8,ALB631,631,2/5/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News; Koha Jone,National,"On 5 February, oil refinery workers held a protest in Ballsh demanding payment of their salaries that are overdue for 6 months. [size=no report]",0,1582048679,ALB
6862843,8,ALB628,628,2/4/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News; Koha Jone,National,"On 4 February, about 870 employees of an oil refinery held a protest in Ballsh and blocked the sale of sulphur at one of the refinery's exits, demanding their overdue salaries for the past 4 months. [size=about 870]",0,1581448558,ALB
6863059,8,ALB627,627,2/3/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Koha Jone,National,"On 3 February, employees of an oil refinery held a protest outside the prefecture in Ballsh, demanding their overdue salaries for the past 4 months. [size=no report]",0,1581448559,ALB
6771345,8,ALB626,626,1/31/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Radio and Televizioni Shqiptar,National,"On 31 January, Ballsh oil refinery workers and fire fighters staged a protest in Ballsh demanding their wages and insurance contributions that had not been paid for months. [size=no report]",0,1580835410,ALB
6770915,8,ALB625,625,1/30/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News; Exit Albania,National,"On 30 January, about 150 merchants from the Electrical Equipment Market held a protest in Tirana against the authorities' decision to demolish the market, worried about where they will sell their goods. [size=about 150]",0,1580835409,ALB
7291935,8,ALB624,624,1/29/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Lezhe,Lezhe,,Lezhe,41.7836,19.6436,1,Exit Albania,National,"On 29 January, football fans held a protest in Lezhe stadium against the government and Albanian Prime Minister, shouting slogans 'Rama Go Away.' [size=no report]",0,1604423649,ALB
6771107,8,ALB623,623,1/28/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Koha Jone,National,"On 28 January, hundreds of Ballsh oil refinery workers staged a protest in Ballsh demanding their wages and insurance contributions that had not been paid for months. [size=hundreds]",0,1580835409,ALB
6771106,8,ALB622,622,1/27/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Koha Jone,National,"On 27 January, residents of Ward 13 in Durres, whose homes had been damaged by the November 26 earthquake, held a protest against delays in rehousing and rental bonus delivery. [size=no report]",0,1580835409,ALB
6770914,8,ALB621,621,1/26/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Radio and Televizioni Shqiptar; Exit Albania,National,"On 26 January, miners of the Bulqiza United Miners' Union took out a protest march to the Prime Minister's Office in Tirana, calling for the Rama government's support for their demands, including wage increase, bonus scheme, and introduction of seniority, among others. [size=no report]",0,1580835409,ALB
6764598,8,ALB619,619,1/25/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Albanian Daily News; Koha Jone,National,"On 25 January, residents of Xhafzotaj village held a protest in Durres over poorly maintained roads and potholes with dirty water, which make driving unsafe. [size=no report]",0,1580235769,ALB
7293636,8,ALB620,620,1/25/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Radio and Televizioni Shqiptar,National,"On 25 January, students organized a protest in Tirana against corruption at universities, accompanied by slogans, such as 'Free doctorate for politicians and MPs' and 'A diploma in your pocket' as part of their new protests for educational reform. [size=no report]",0,1604423665,ALB
7292757,8,ALB618,618,1/24/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Fier,Roskovec,,Roskovec,40.7375,19.7022,1,Koha Jone,National,"On 24 January, students of 'Adem Vrapi' High School in Roskovec held a protest over insufficient heating during the winter months in their school and shouted 'Rama Go' also in protest against the government. [size=no report]",0,1604423658,ALB
6764724,8,ALB617,617,1/24/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News,National,"On 24 January, 17 workers of Mallakaster's Water Supply Power Station held a protest in Ballsh, as they had not received salaries dating back to 27 months. [size=17]",0,1580235770,ALB
6764597,8,ALB614,614,1/22/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News; Koha Jone,National,"On 22 January, over 500 students held a protest at the faculty of Philology in Tirana demanding reform in education, including decrease of student fees and improving living conditions in dormitories. [size=over 500]",0,1580235769,ALB
7292755,8,ALB616,616,1/22/2020,2020,2,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,1,Koha Jone,National,"In the week of 22 January, football fans started chanting 'Rama Go' in protest against Prime Minister Edi Rama during a football match in Shkoder. [size=no report]",0,1604423658,ALB
6764790,8,ALB615,615,1/22/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,1,Koha Jone,National,"On 22 January, residents held a protest in Fier, accusing an energy company of charging high utility bills after switching power meters. [size=no report]",0,1580235770,ALB
6764723,8,ALB613,613,1/20/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Korce,Korce,,Korce,40.6186,20.7808,1,Albanian Daily News,National,"On 20 January, residents of Floq held a protest outside the prefecture of Korce over lack of compensation for their damaged houses as a result of an earthquake that took place in June last year. [size=no report]",0,1580235770,ALB
6746732,8,ALB612,612,1/16/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Kukes,Kukes,,Kukes,42.0769,20.4219,1,Koha Jone,National,"On 16 January, residents held a protest in Kukes, discontent with not having received compensation for land damages as a result of the Fierza Lake flood. [size=no report]",0,1579629294,ALB
6984302,8,ALB651,651,1/14/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Vlore,Selenice,,Shkoze,40.4072,19.7802,1,Lajmi I Fundit,National,"On 14 January 2020, 24 families residing in a four-story building that collapsed, after being damaged by the November 26 earthquake, held a protest in Shkoze, not having received compensation for paying rent from the state. [size=at least 24 families]",0,1583873549,ALB
6720196,8,ALB610,610,1/11/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 11 January, residents held a protest outside the Police Directorate in Tirana, condemning a man who stabbed his sister-in-law to death, lighting candles and placing female shoes outside the building. [size=no report]",0,1579022810,ALB
6720197,8,ALB611,611,1/11/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Postribe,42.1333,19.6333,1,Koha Jone,National,"On 11 January, residents of Postribe held a protest, blaming quarries to appropriating potable water and other resources and contaminating water. [size=no report]",0,1579022810,ALB
6720198,8,ALB609,609,1/11/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 11 January, many citizens gathered in front of Prime Minister's office in Tirana, protesting for many reasons, such as poverty, unemployment, and injustice in the country. [size=many]",0,1579022810,ALB
