data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
7536421,8,ALB837,837,1/11/2021,2021,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Elbasan,Elbasan,,Bradashesh,41.105,20.0225,1,Albanian Daily News; Exit Albania,National,"On 11 January 2021, primary school students protested in Bradashesh against the lack of heating in their school. [size=no report]",0,1611088488,ALB
7536735,8,ALB838,838,1/11/2021,2021,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,1,Koha Jone,National,"On 11 January 2021, land owners protested in Fier against the expropriation of their land for the construction of a hospital. [size=no report]",0,1611088488,ALB
7459535,8,ALB835,835,1/8/2021,2021,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Theth,42.3947,19.775,1,Koha Jone,National,"On 8 January 2021, residents of the village protested in Theth against the electricity shortages and communications problems that resulted from a snow storm. [size=no report]",0,1610472179,ALB
7458960,8,ALB836,836,1/6/2021,2021,1,Protests,Protest with intervention,Protesters (Albania),,6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone; NOA,National,"On 6 January 2021, Albanian police detained six people during a protest outside of the government headquarters in Tirana. The demonstrators were demanding more transparency in the maritime border negotiations with Greece. [size=no report]",0,1610472167,ALB
7459158,8,ALB819,819,12/31/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Health Workers (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 31 December 2020, doctors protested outside the Mother Theresa Hospital in Tirana, demonstrating against the dismissal of their colleague Allkja. [size=no report]",0,1610472170,ALB
7459159,8,ALB818,818,12/22/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Alliance for Protection of the National Theater,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 22 December 2020, activists from the Alliance for Protection of the National Theater protested in Tirana, demanding the resignation of police chief Veliu. The protest was in response to police violence used against the four detainees days before. [size=no report]",0,1610472170,ALB
7459607,8,ALB817,817,12/21/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Alliance for Protection of the National Theater,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,NOA,National,"On 21 December 2020, activists from the Alliance for Protection of the National Theater protested in Tirana, demanding the resignation of police chief Veliu. The protest was in response to police violence used against the four detainees days before. [size=no report]",0,1610472181,ALB
7458957,8,ALB816,816,12/20/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Alliance for Protection of the National Theater,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Exit Albania; Albanian Daily News,National,"On 20 December 2020, dozens of activists from the Alliance for Protection of the National Theater protested in Tirana, demanding the resignation of police chief Veliu. The protest was in response to police violence used against the four detainees the day before. [size=dozens]",0,1610472167,ALB
7459537,8,ALB821,821,12/20/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Shkoder,Puke,Rrape,Prozhm,42.0264,19.973,1,Koha Jone,National,"On 20 December 2020, residents of the village protested in Prozhm against the construction of the Durres-Kukes highway. [size=no report]",0,1610472179,ALB
7459423,8,ALB834,834,12/19/2020,2020,1,Violence against civilians,Sexual violence,Police Forces of Albania (2013-),,1,Civilians (Albania),Alliance for Protection of the National Theater,7,17,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Exit Albania,National,"On 19 December 2020, Albanian police detained for four hours four activists from the Alliance for Protection of the National Theater in Tirana. The activists were allegedly physically and sexually assaulted by the Police.",0,1610472176,ALB
7459541,8,ALB831,831,12/19/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,1,Koha Jone,National,"On 19 December 2020, people protested in Shkoder over the recent police killing of Klodian Rasha. [size=no report]",0,1610472179,ALB
7459536,8,ALB820,820,12/16/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 16 December 2020, students protested outside of the Ministry of Education in Tirana, demanding the resignation of Minister Kushi over his recent comments about young people. [size=no report]",0,1610472179,ALB
7459605,8,ALB833,833,12/15/2020,2020,1,Protests,Protest with intervention,Protesters (Albania),,6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,NOA,National,"On 15 December 2020, people protested in Durres against the recent police killing of Klodian Rasha. Five demonstrators were detained by the police. [size=no report]",0,1610472181,ALB
7459606,8,ALB830,830,12/15/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,NOA,National,"On 15 December 2020, people protested in Tirana against the recent police killing of Klodian Rasha, demanding the resignation of Albania's police chief Veliu. [size=no report]",0,1610472181,ALB
7459160,8,ALB829,829,12/14/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 14 December 2020, tens of demonstrators protested in Tirana against the recent police killing of Klodian Rasha, demanding the release of those detained by the police. [size=tens]",0,1610472170,ALB
7458958,8,ALB828,828,12/14/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,AP; Intellinews,International,"On 14 December 2020, few hundred demonstrators protested in Tirana over the recent police killing of Klodian Rasha. [size=hundred]",0,1610472167,ALB
7459161,8,ALB827,827,12/13/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,1,Albanian Daily News,National,"On 13 December 2020, people protested in Shkoder over the recent police killing of Klodian Rasha, demanding the resignation of Albania's police chief . [size=no report]",0,1610472170,ALB
7458959,8,ALB832,832,12/13/2020,2020,1,Protests,Protest with intervention,Protesters (Albania),,6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Intellinews; AP; NOA; Exit Albania,National-International,"On 13 December 2020, police used tear gas and water cannons to disperse hundreds of demonstrators in Tirana during a protest over the killing of Klodian Rasha. [size=hundreds]",0,1610472167,ALB
7459538,8,ALB824,824,12/13/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Fier,Lushnje,,Lushnje,40.9419,19.705,1,Koha Jone,National,"On 13 December 2020, thousands of people protested in Lushnje over the recent police killing of Klodian Rasha, demanding the resignation of Albania's police chief. [size=thousands]",0,1610472179,ALB
7459539,8,ALB822,822,12/13/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Elbasan,Cerrik,,Cerrik,41.0317,19.9758,1,Koha Jone,National,"On 13 December 2020, people protested in Cerrik over the recent police killing of Klodian Rasha, demanding the resignation of Albania's police chief . [size=no report]",0,1610472179,ALB
7459540,8,ALB823,823,12/13/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Elbasan,Librazhd,,Librazhd,41.1794,20.315,1,Koha Jone,National,"On 13 December 2020, people protested in Librazhd over the recent police killing of Klodian Rasha, demanding the resignation of Albania's police chief. [size=no report]",0,1610472179,ALB
7459542,8,ALB825,825,12/13/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Lezhe,Mirdite,,Rreshen,41.7675,19.8756,1,Koha Jone,National,"On 13 December 2020, people protested in Rreshen over the recent police killing of Klodian Rasha, demanding the resignation of Albania's police chief . [size=no report]",0,1610472179,ALB
7459543,8,ALB826,826,12/13/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Vlore,Sarande,,Sarande,39.8756,20.0053,1,Koha Jone,National,"On 13 December 2020, people protested in Sarande over the recent police killing of Klodian Rasha, demanding the resignation of Albania's police chief. [size=no report]",0,1610472179,ALB
7421456,8,ALB813,813,12/12/2020,2020,1,Riots,Violent demonstration,Rioters (Albania),,5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Elbasan,Elbasan,,Elbasan,41.1125,20.0822,1,NOA,National,"On 12 December 2020, rioters clashed with police in Elbasan while demonstrating against the recent police killing of Klodian Rasha. [size=no report]",0,1608060618,ALB
7421259,8,ALB808,808,12/12/2020,2020,1,Protests,Protest with intervention,Protesters (Albania),,6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,NOA; Albanian Daily News,National,"On 12 December 2020, the police used tear gas, pepper spray and water cannons to disperse hundreds of demonstrators in Tirana who protested against the recent police killing of Klodian Rasha. [size=hundreds]",0,1608060615,ALB
7421345,8,ALB814,814,12/12/2020,2020,1,Riots,Violent demonstration,Rioters (Albania),,5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,1,Albanian Daily News,National,"On 12 December 2020, rioters clashed with police in Shkoder while demonstrating against the recent police killing of Klodian Rasha. One police officer was injured, while property damage was caused to the Socialist Party building during the clashes. [size=no report]",0,1608060617,ALB
7421435,8,ALB807,807,12/12/2020,2020,1,Protests,Protest with intervention,Protesters (Albania),,6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Koha Jone,National,"On 12 December 2020, dozens of people protested in Durres against the recent police killing of Klodian Rasha. Four people were arrested during the protest. [size=dozens]",0,1608060618,ALB
7421457,8,ALB815,815,12/11/2020,2020,1,Riots,Violent demonstration,Rioters (Albania),,5,,,0,50,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,NOA,National,"On 11 December 2020, rioters set fire to the Christmas tree in Durres while rioting against the recent police killing of Klodian Rasha. [size=no report]",0,1608060618,ALB
7421341,8,ALB806,806,12/11/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Kamez,,Kamez,41.3817,19.7603,1,Albanian Daily News,National,"On 11 December 2020, dozens of people protested in Kamez against the recent police killing of Klodian Rasha, demanding the resignation of General Director of the State Police Veliu. [size=dozens]",0,1608060617,ALB
7421344,8,ALB812,812,12/11/2020,2020,1,Riots,Violent demonstration,Rioters (Albania),,5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 11 December 2020, dozens of rioters demolished a bus stop near the Prime Minister's office in Tirana over the recent police killing of Klodian Rasha. The police used tear gas and water cannons to disperse the rioters. [size=dozens]",0,1608060617,ALB
7421342,8,ALB809,809,12/10/2020,2020,1,Riots,Violent demonstration,Rioters (Albania),Civilians (Albania); Journalists (Albania),5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 10 December 2020, rioters clashed with police in Tirana, while demonstrating against the recent police killing of Klodian Rasha. Police used tear gas to disperse the rioters. Two police officers and a journalist were injured. [size=no report]",0,1608060617,ALB
7421343,8,ALB811,811,12/10/2020,2020,1,Riots,Violent demonstration,Rioters (Albania),,5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Korce,Korce,,Korce,40.6186,20.7808,1,Albanian Daily News,National,"On 10 December 2020, dozens of rioters clashed with police in Korce, while demonstrating against the recent police killing of Klodian Rasha. They set fire to the municipal building and injured one officer in the demonstration. [size=dozens]",0,1608060617,ALB
7421258,8,ALB805,805,12/9/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Intellinews; AFP; Albanian Daily News,National-International,"On 9 December 2020, people protested in Durres against the police killing of Klodian Rasha the previous day. [size=no report]",0,1608060615,ALB
7421260,8,ALB810,810,12/9/2020,2020,1,Riots,Violent demonstration,Rioters (Albania),,5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News; AFP; Intellinews,National-International,"On 9 December 2020, hundreds of rioters clashed with police outside the Prime Minister's office in Tirana, while demonstrating against the police killing of Klodian Rasha the previous day. Police used tear gas to disperse the demonstrators. Eight police officers were reported injured. [size=hundreds]",0,1608060615,ALB
7332964,8,ALB804,804,12/5/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Gjirokaster,Dropull,,Dropull i Siperm,39.8833,20.3,1,Koha Jone,National,"On 5 December 2020, residents of 15 villages protested in Dropull i Siperm due to the lack of public transport in the area. [size=no report]",0,1607460672,ALB
7332963,8,ALB803,803,12/1/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,1,Koha Jone,National,"On 1 December 2020, demonstrators protested in Fier, demanding the cessation of the construction of the Milot-Fier road. [size=no report]",0,1607460672,ALB
7315894,8,ALB802,802,11/23/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,3,Koha Jone,National,"On 23 November 2020, students protested in Tirana against the coronavirus measure to have online education. [size=no report]",0,1606848034,ALB
7305474,8,ALB801,801,11/14/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Vlore,Vlore,,Vlore,40.4667,19.4897,1,Albanian Daily News,National,"On 14 November 2020, residents of 1 May neighborhood protested in Vlore, demanding reimbursement for the demolished apartments due to the construction of the Lungomare project. [size=no report]",0,1605646520,ALB
7315895,8,ALB800,800,11/9/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),FRPD: Youth Forum of the Democratic Party of Albania,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 9 November 2020, the Democratic Party Youth Forum held a protest outside of the Prime Minister's office in Tirana over the mismanagement of the coronavirus pandemic. The demonstrators lit 599 candles for those who died due to coronavirus. [size=no report]",0,1606848034,ALB
7299181,8,ALB799,799,11/4/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 4 November 2020, demonstrators gathered outside the court in Tirana in support of ex-deputy of the Democratic Party, Klevis Balliu. [size=no report]",0,1605042157,ALB
7299020,8,ALB798,798,11/4/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Exit Albania; Albanian Daily News,National,"On 4 November 2020, dozens of students protested in front of the Ministry of Education in Tirana against the new coronavirus measure for online learning. [size=dozens}",0,1605042156,ALB
7299094,8,ALB797,797,11/3/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 3 November 2020, students protested across various governmental buildings in Tirana against the new coronavirus measure for online learning. [size=no report]",0,1605042157,ALB
7299093,8,ALB796,796,11/2/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 2 November 2020, hundreds of students protested outside several government buildings in Tirana against the new coronavirus measure for online learning. [size=hundreds]",0,1605042157,ALB
7288539,8,ALB795,795,10/30/2020,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Albania),,3,Civilians (Albania),Journalists (Albania),7,37,Europe,Albania,Lezhe,Lezhe,,Balldren,41.8211,19.6378,1,Albanian Daily News; NOA,National,"On 30 October 2020, a TNT device exploded outside the house of Albanian journalist Elidon Ndreka in Balldren (Lezhe), inflicting minor damage to the property. No fatalities reported.",0,1604422199,ALB
7288538,8,ALB794,794,10/26/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania); Women (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Exit Albania; Albanian Daily News,National,"On 26 October 2020, dozens of demonstrators gathered outside the oil factory in Ballsh in support of the women workers holding a hunger strike and demanding their unpaid salaries. [size=dozens]",0,1604422199,ALB
7268483,8,ALB793,793,10/22/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 22 October 2020, a protest against the company that owns the local landfill was held in Tirana, Albania. Owners of surrounding lands claim their property was taken away without compensation. [size=no report]",0,1603831096,ALB
7268481,8,ALB792,792,10/21/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 21 October 2020, a protest against the company that owns the local landfill was held in Tirana, Albania. Owners of surrounding lands claim their property was taken away without compensation. [size=no report]",0,1603831096,ALB
7268482,8,ALB791,791,10/21/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Koha Jone,National,"On 21 October 2020, local residents protested in Durres, Albania, because of frequent flooding, demanding a new sewage system. [size=no report]",0,1603831096,ALB
7268388,8,ALB790,790,10/20/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),"PDIU: Party for Justice, Integration and Unity",6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 20 October 2020, activists of PDIU protested in Tirana, Albania, against the visit of Greek Foreign Minister. [size=no report]",0,1603831096,ALB
7268387,8,ALB789,789,10/19/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Fier,Lushnje,,Lushnje,40.9419,19.705,1,Albanian Daily News,National,"On 19 October 2020, local residents protested in Lushnje, Albania, against a fish processing factory in that area, complaining of the smells. [size=no report]",0,1603831096,ALB
7268389,8,ALB788,788,10/19/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Durres,Kruje,,Kruje,41.5092,19.7928,1,Albanian Daily News,National,"On 19 October 2020, local residents protested in Kruje, Albania, because their houses, which were damaged in the earthquake, have still not been reconstructed. [size=no report]",0,1603831096,ALB
7254748,8,ALB787,787,10/14/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,NOA,National,"On 14 October 2020, oil workers, who have been on a hunger strike for more than 2 weeks, protested and broke into the company in Ballsh, Albania, demanding unpaid wages. [size=no report]",0,1603223376,ALB
7247557,8,ALB786,786,10/10/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,NOA,National,"On 10 October 2020, several hundred oil workers, who have been on a hunger strike for 13 days, and their supporters protested in Ballsh, Albania, due to unpaid wages. [size=several hundred]",0,1602607344,ALB
7247468,8,ALB784,784,10/8/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Gjirokaster,Gjirokaster,,Gjirokaster,40.0758,20.1389,1,Albanian Daily News,National,"On 8 October 2020, around 60 residents of village Nivica protested in front of the court in Gjirokaster, Albania, over a land dispute. [size=around 60]",0,1602607343,ALB
7247556,8,ALB785,785,10/8/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Elbasan,Peqin,,Peqin,41.0461,19.7511,1,NOA,National,"On 8 October 2020, families of those incarcerated in prison in Peqin, Albania, protested, demanding communication with the prisoners. The prisoners have been on a hunger strike for several days. [size=no report]",0,1602607344,ALB
7247463,8,ALB779,779,10/7/2020,2020,2,Protests,Peaceful protest,Protesters (Albania),Prisoners (Albania),6,,,0,60,Europe,Albania,Diber,Mat,,Burrel,41.6103,20.0089,1,Albanian Daily News,National,"Around 7 October 2020, as reported, prisoners in Burrel, Albania, protested and went on a hunger strike demanding better conditions and penal system reform. [size=no report]",0,1602607343,ALB
7247464,8,ALB780,780,10/7/2020,2020,2,Protests,Peaceful protest,Protesters (Albania),Prisoners (Albania),6,,,0,60,Europe,Albania,Elbasan,Peqin,,Peqin,41.0461,19.7511,1,Albanian Daily News,National,"Around 7 October 2020, as reported, prisoners in Peqin, Albania, protested and went on a hunger strike demanding better conditions and penal system reform. [size=no report]",0,1602607343,ALB
7247465,8,ALB781,781,10/7/2020,2020,2,Protests,Peaceful protest,Protesters (Albania),Prisoners (Albania),6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Rec,41.9138,19.366,1,Albanian Daily News,National,"Around 7 October 2020, as reported, prisoners in Rec, Albania, protested and went on a hunger strike demanding better conditions and penal system reform. [size=no report]",0,1602607343,ALB
7247466,8,ALB782,782,10/7/2020,2020,2,Protests,Peaceful protest,Protesters (Albania),Prisoners (Albania),6,,,0,60,Europe,Albania,Lezhe,Lezhe,,Shenkoll,41.6908,19.6533,1,Albanian Daily News,National,"Around 7 October 2020, as reported, prisoners in Shenkoll, Albania, protested and went on a hunger strike demanding better conditions and penal system reform. [size=no report]",0,1602607343,ALB
7247467,8,ALB783,783,10/7/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Prisoners (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 7 October 2020, 150 prisoners in Tirana, Albania, protested and went on a hunger strike demanding better conditions and penal system reform. [size=150]",0,1602607343,ALB
7247462,8,ALB778,778,10/6/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Prisoners (Albania),6,,,0,60,Europe,Albania,Tirana,Rrogozhine,,Rrogozhine,41.0764,19.6653,1,Albanian Daily News,National,"On 6 October 2020, prisoners in Rrogozhine, Albania, protested and went on a hunger strike demanding better conditions and penal system reform. [size=no report]",0,1602607343,ALB
7240939,8,ALB776,776,9/28/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News,National,"On 28 September 2020, oil workers protested in Ballsh, Albania, over unpaid wages and subsequently 10 of them went on strike. [size=at least 10]",0,1602011597,ALB
7240938,8,ALB777,777,9/27/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Vlore,Selenice,,Selenice,40.5306,19.6358,1,Albanian Daily News,National,"On 27 September 2020, residents of Selenice, Albania, protested against the cessation of road construction. [size=no report]",0,1602011597,ALB
7236127,8,ALB775,775,9/25/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Radio and Televizioni Shqiptar,National,"On 25 September 2020, oil workers protested in Ballsh, Albania, due to unpaid wages. [size=no report]",0,1601402547,ALB
7235987,8,ALB774,774,9/24/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Health Workers (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 24 September 2020, doctors protested in Tirana, Albania, demanding higher salaries, better working conditions, and the status of 'martyrs' for those doctors who died working through the coronavirus pandemic. [size=no report]",0,1601402546,ALB
7235988,8,ALB773,773,9/23/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 23 September 2020, families of people who disappeared during the communist regime protested in Tirana, Albania, demanding the circumstances of their deaths be investigated. [size=no report]",0,1601402546,ALB
7231559,8,ALB772,772,9/17/2020,2020,1,Protests,Protest with intervention,Protesters (Albania),Labour Group (Albania),6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Radio and Televizioni Shqiptar,National,"On 17 September 2020, oil workers from Ballsh protested in Tirana, Albania, because their wages haven't been paid in almost a year. They tried to enter the Ministry of Infrastructure but were stopped by police. Several demonstrators were arrested. [size=no report]",0,1600804254,ALB
7231508,8,ALB770,770,9/14/2020,2020,1,Protests,Protest with intervention,Protesters (Albania),Labour Group (Albania),6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Exit Albania,National,"On 14 September 2020, oil workers protested in Ballsh, Albania, because their wages have not been paid in over a year. They tried to enter the oil plant, but police intervened and stopped them. [size=no report]",0,1600804254,ALB
7231509,8,ALB771,771,9/14/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Exit Albania,National,"On 14 September 2020, dozens of people protested in Tirana, Albania, demanding some 50 Albanian children who are currently in Syrian camps be returned home. [size=dozens]",0,1600804254,ALB
7223874,8,ALB769,769,9/11/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News,National,"On 11 September 2020, oil workers protested in Ballsh, Albania, demanding higher wages and better working conditions. [size=no report]",0,1600197865,ALB
7196475,8,ALB768,768,9/3/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News,National,"On 3 September 2020, workers of an oil company protested in Ballsh, Albania, over salary demands. [size=no report]",0,1599595475,ALB
7196478,8,ALB767,767,9/1/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Durres,Durres,,Sukth,41.4233,19.5436,1,Albanian Daily News,National,"On 1 September 2020, owners of wedding venues protested in Sukth, Albania, because despite trying to respect measures imposed against the coronavirus pandemic, they were still being fined. [size=no report]",0,1599595475,ALB
7196476,8,ALB766,766,8/26/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News,National,"On 26 August 2020, oil refinery workers staged a protest in Ballsh, demanding to resume work and to receive their unpaid salaries. [size=no report]",0,1599595475,ALB
7195943,8,ALB764,764,8/21/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Vore,,Vore,41.3908,19.655,1,Albanian Daily News; Exit Albania,National,"On 21 August 2020, residents staged a protest in Vore against the construction of a road parallel to a highway, which would lead to the destruction of green space and about 70 buildings. [size=no report]",0,1599595474,ALB
